Date,USD_NGN,GBP_NGN,EUR_NGN,Day,Month,Year,Weekday,Is_Weekend,USD_Diff,EUR_Diff,GBP_Diff,USD_MA7,EUR_MA7,GBP_MA7,USD_Rate_Category
2017-06-17 00:00:00,324.3741,363.2229,414.5826,17,June,2017,Saturday,TRUE,-0.0994999999999777,-0.111300000000028,-0.127099999999984,320.0112,358.271185714286,407.955928571429,Low
2017-06-18 00:00:00,314.8803,352.7665,402.2596,18,June,2017,Sunday,TRUE,-9.49380000000002,-10.4564,-12.323,319.5319,357.7273,407.493642857143,Low
2017-06-19 00:00:00,316.413,352.8348,403.0785,19,June,2017,Monday,FALSE,1.53270000000003,0.0682999999999652,0.818900000000042,319.735,357.722514285714,408.062857142857,Low
2017-06-20 00:00:00,323.9336,360.6975,409.031,20,June,2017,Tuesday,FALSE,7.5206,7.86270000000002,5.95249999999999,321.015228571429,358.815657142857,409.125957142857,Low
2017-06-21 00:00:00,324.5032,362.3891,411.2754,21,June,2017,Wednesday,FALSE,0.56959999999998,1.69159999999999,2.24439999999998,321.0117,358.610057142857,408.7367,Low
2017-06-22 00:00:00,315.4615,351.7457,400.0052,22,June,2017,Thursday,FALSE,-9.04169999999999,-10.6434,-11.2702,320.577042857143,358.141528571429,407.848857142857,Low
2017-06-23 00:00:00,314.4237,351.9486,399.884,23,June,2017,Friday,FALSE,-1.0378,0.2029,-0.121199999999987,319.141342857143,356.515014285714,405.7309,Low
2017-06-24 00:00:00,314.5204,352.0569,400.0071,24,June,2017,Saturday,TRUE,0.0966999999999985,0.108299999999986,0.123099999999965,317.733671428571,354.919871428571,403.648685714286,Low
2017-06-25 00:00:00,314.4077,352.0438,400.5554,25,June,2017,Sunday,TRUE,-0.112700000000018,-0.0131000000000085,0.54830000000004,317.666157142857,354.816628571429,403.405228571429,Low
2017-06-26 00:00:00,324.3263,362.6114,412.543,26,June,2017,Monday,FALSE,9.91860000000003,10.5676,11.9876,318.796628571429,356.213285714286,404.7573,Low
2017-06-27 00:00:00,312.9665,355.0333,401.2231,27,June,2017,Tuesday,FALSE,-11.3598,-7.57810000000001,-11.3199,317.2299,355.404114285714,403.641885714286,Low
2017-06-28 00:00:00,350.4982,398.7811,453.3344,28,June,2017,Wednesday,FALSE,37.5317,43.7478,52.1113,320.943471428571,360.602971428571,409.650314285714,Low
2017-06-29 00:00:00,314.1267,359.4321,408.7102,29,June,2017,Thursday,FALSE,-36.3715,-39.349,-44.6242,320.752785714286,361.701028571429,410.893885714286,Low
2017-06-30 00:00:00,314.0514,358.8804,409.0519,30,June,2017,Friday,FALSE,-0.075300000000027,-0.551699999999983,0.341700000000003,320.6996,362.691285714286,412.203585714286,Low
2017-07-01 00:00:00,314.0563,358.886,409.0583,1,July,2017,Saturday,TRUE,0.00490000000002055,0.00560000000001537,0.00639999999998508,320.6333,363.666871428571,413.496614285714,Low
2017-07-02 00:00:00,314.0055,358.7571,408.8037,2,July,2017,Sunday,TRUE,-0.0508000000000379,-0.128900000000044,-0.254599999999982,320.575842857143,364.625914285714,414.674942857143,Low
2017-07-03 00:00:00,315.5166,358.6902,408.4047,3,July,2017,Monday,FALSE,1.5111,-0.0668999999999755,-0.399000000000001,319.317314285714,364.065742857143,414.083757142857,Low
