Date,USD_NGN,GBP_NGN,EUR_NGN,Day,Month,Year,Weekday,Is_Weekend,USD_Diff,EUR_Diff,GBP_Diff,USD_MA7,EUR_MA7,GBP_MA7,USD_Rate_Category,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,target
2015-01-31,187.952,212.1552,283.206,31,January,2015,Saturday,True,-0.364000000000004,-0.410899999999998,-0.54849999999999,190.185171428571,214.495928571428,286.976071428571,Low,188.316,190.9655,186.3613,183.5912,190.61567142857143,1.1531192215240669,189.49385,1.9330827360024698,185.93860333333333,3.8685221838875106,189.3007
2015-02-01,189.3007,214.063,285.5601,1,February,2015,Sunday,True,1.34870000000001,1.90779999999998,2.35409999999996,189.941142857143,214.691057142857,286.853528571429,Low,187.952,191.0089,186.0281,183.5325,190.18517142857144,1.5085068409020301,189.60747142857142,1.7750885037214308,186.08396333333334,3.8591942636347247,189.7427
2015-02-02,189.7427,215.1734,285.1263,2,February,2015,Monday,False,0.442000000000007,1.1104,-0.433799999999962,189.720228571429,214.689771428571,286.363057142857,Low,189.3007,191.2891,186.9294,183.5062,189.94114285714286,1.491110809494402,189.84122857142856,1.4538919864803184,186.27623666666665,3.87136431965601,189.6529
2015-02-03,189.6529,217.2936,287.1535,3,February,2015,Tuesday,False,-0.0898000000000252,2.12020000000001,2.02719999999999,189.434671428571,214.606742857143,285.802028571429,Low,189.7427,191.6518,188.8066,182.9279,189.72022857142858,1.3675548699710403,190.04217857142856,1.1911550445994674,186.48412000000002,3.8849097520605373,190.9759
2015-02-04,190.9759,216.1403,289.8441,4,February,2015,Wednesday,False,1.32300000000001,-1.1533,2.69060000000002,189.402628571429,214.657857142857,285.848985714286,Low,189.6529,191.2002,189.1493,183.519,189.43467142857142,1.07424413071772,190.10262857142857,1.1441751812003096,186.70828666666668,3.8666127689029786,191.584
2015-02-05,191.584,219.783,293.5641,5,February,2015,Thursday,False,0.608100000000007,3.64269999999999,3.71999999999997,189.646314285714,215.310657142857,286.886942857143,Low,190.9759,189.8782,190.4955,184.2789,189.40262857142858,1.0144875450433772,190.23309999999998,1.1311745937469153,186.95685,3.8941051693774633,193.8781
2015-02-06,193.8781,219.363,295.5478,6,February,2015,Friday,False,2.29409999999999,-0.419999999999987,1.9837,190.4409,216.281642857143,288.5717,Low,191.584,188.316,190.834,183.9035,189.64631428571425,1.3096846890616312,190.31085000000002,1.1866460062844373,187.2003533333333,3.9488884588584665,193.7119
2015-02-07,193.7119,219.1749,295.2944,7,February,2015,Saturday,True,-0.166199999999975,-0.188099999999991,-0.253399999999999,191.263742857143,217.284457142857,290.298614285714,Low,193.8781,187.952,190.9655,179.9322,190.44090000000003,1.915304716400843,190.52828571428572,1.5215216133135394,187.53283999999996,4.079488299943897,194.4791
2015-02-08,194.4791,220.0274,296.2889,8,February,2015,Sunday,True,0.767199999999974,0.852499999999992,0.994500000000016,192.003514285714,218.136514285714,291.8313,Low,193.7119,189.3007,191.0089,180.4767,191.2637428571429,1.9050668473462822,190.72445714285712,1.7431369299293518,187.99216333333334,3.968436829532294,195.4625
2015-02-09,195.4625,221.3428,297.3962,9,February,2015,Monday,False,0.983400000000017,1.31540000000001,1.10730000000001,192.820628571429,219.017857142857,293.584142857143,Low,194.4791,189.7427,191.2891,180.0118,192.00351428571432,2.01783010882881,190.97232857142856,2.0125971443075032,188.45891,3.876404394703379,198.79
2015-02-10,198.79,225.0249,303.3336,10,February,2015,Tuesday,False,3.32749999999999,3.68209999999999,5.93739999999997,194.125928571429,220.122328571429,295.895585714286,Low,195.4625,189.6529,191.6518,179.8924,192.82062857142859,2.105920255465984,191.27042857142857,2.3447866760206435,188.97393333333332,3.7393893767919066,202.268
2015-02-11,202.268,228.7748,308.2969,11,February,2015,Wednesday,False,3.47800000000001,3.7499,4.9633,195.739085714286,221.927257142857,298.5317,Low,198.79,190.9759,191.2002,181.9236,194.12592857142857,2.5910626859228993,191.78029999999998,3.091343562769574,189.60385333333335,3.7484934691275287,204.3373
2015-02-12,204.3373,233.0136,314.4751,12,February,2015,Thursday,False,2.0693,4.2388,6.1782,197.560985714286,223.817342857143,301.518985714286,Low,202.268,191.584,189.8782,183.2954,195.73908571428572,3.6156223629452344,192.57085714285716,4.16153514790548,190.282,4.131805682916256,204.0677
2015-02-13,204.0677,232.4889,314.1622,13,February,2015,Friday,False,-0.269599999999997,-0.524699999999996,-0.312900000000013,199.016642857143,225.692471428572,304.178185714286,Low,204.3373,193.8781,188.316,183.101,197.5609857142857,4.31790197450449,193.60365000000002,5.124634261283722,190.98339666666666,4.657448198204007,204.1659
2015-02-14,204.1659,232.6008,314.3134,14,February,2015,Saturday,True,0.0981999999999914,0.111899999999992,0.151200000000017,200.510071428571,227.610457142857,306.895185714286,Low,204.0677,193.7119,187.952,185.1553,199.01664285714284,4.579060754440631,194.72877142857143,5.583071368180572,191.68228666666667,4.994743055055252,204.2983
2015-02-15,204.2983,232.8595,314.6398,15,February,2015,Sunday,True,0.132400000000018,0.258700000000005,0.326399999999978,201.912814285714,229.443614285714,309.516742857143,Low,204.1659,194.4791,189.3007,186.1966,200.5100714285714,4.253802894945766,195.88690714285715,5.748416402328583,192.31597333333332,5.332621049788119,201.6234
2015-02-16,201.6234,228.4818,309.5928,16,February,2015,Monday,False,-2.67490000000001,-4.3777,-5.04699999999997,202.792942857143,230.463471428571,311.259114285714,Low,204.2983,195.4625,189.7427,186.3613,201.9128142857143,3.482654186311069,196.95816428571428,5.823578756242991,192.91936333333334,5.632037691358671,200.8568
2015-02-17,200.8568,229.0541,308.3755,17,February,2015,Tuesday,False,-0.766600000000011,0.572300000000013,-1.21730000000002,203.0882,231.039071428571,311.979385714286,Low,201.6234,198.79,189.6529,186.0281,202.79294285714286,2.0747732091786126,197.80678571428572,5.550482908285067,193.42810000000003,5.708020001777263,199.2611
